gb_id,title_word_count,has_subtitle,is_series,log_pages,pub_decade,genre_fiction,genre_fantasy,genre_romance,genre_contemporary,genre_young_adult,genre_mystery,genre_thriller,genre_historical_fiction,genre_nonfiction,genre_classics,genre_crime,genre_suspense,genre_science_fiction,genre_paranormal,genre_chick_lit,genre_horror,genre_biography,genre_history,genre_books,genre_memoir,genre_count,author_prior_nyt_count,years_since_last_pub,is_debut,num_credits,has_multiple_credits,description_word_count
2570,3,False,True,5.25227342804663,2010,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,119
2571,5,False,False,6.558197802812269,1990,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,115
2572,5,True,False,5.288267030694535,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,0,,True,2,True,103
2573,3,False,True,5.60947179518496,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,5,0,,True,1,False,59
2574,7,False,False,5.262690188904886,2000,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,6,0,,True,2,True,100
2575,1,False,False,5.733341276897746,2000,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,160
2576,2,False,True,5.8289456176102075,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,1.0,False,1,False,125
2578,3,False,True,6.2285110035911835,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,239
2579,5,False,False,5.762051382780177,1950,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,114
2580,2,False,False,5.910796644040527,1990,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7,0,,True,1,False,198
2581,3,False,True,4.976733742420574,2010,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,0,1.0,False,2,True,72
2582,1,False,True,5.869296913133774,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,5,1.0,False,1,False,212
2583,5,False,False,5.081404364984463,2000,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,5,5,6.0,False,1,False,87
2584,2,False,False,6.1903154058531475,2010,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,209
2585,2,False,True,5.932245187448011,2000,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,1.0,False,2,True,117
2586,2,False,True,6.07073772800249,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,6,1.0,False,1,False,195
2587,5,False,False,6.0330862217988015,2010,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,161
2588,3,False,True,5.720311776607412,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6,0,0.0,False,1,False,353
2589,7,False,False,5.820082930352362,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3,0,,True,1,False,124
2590,2,False,False,5.666426688112432,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,,True,1,False,142
2591,2,False,True,5.484796933490655,2010,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,0,2.0,False,1,False,220
2592,4,False,True,5.771441123130016,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0.0,False,1,False,25
2593,7,True,True,4.976733742420574,1990,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,,True,3,True,81
2594,2,False,True,5.883322388488279,1990,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,115
2595,2,False,False,6.210600077024653,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,4,0,,True,1,False,357
2596,3,False,True,5.752572638825633,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,1,1.0,False,2,True,119
2597,4,False,True,5.176149732573829,1970,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,2,True,108
2598,4,False,False,5.187385805840755,1970,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6,0,1.0,False,1,False,94
2599,3,False,False,5.771441123130016,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,4,0,4.0,False,1,False,315
2600,3,False,True,6.300785794663244,1970,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,3.0,False,1,False,21
2601,8,True,False,6.182084906716632,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,3,0,,True,1,False,367
2602,2,False,True,6.0473721790462776,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,16,0.0,False,1,False,162
2603,3,False,True,5.950642552587727,2010,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,0.0,False,1,False,102
2604,4,False,True,5.820082930352362,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,2,10.0,False,1,False,138
2605,3,False,False,5.14166355650266,1960,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,6,0,4.0,False,1,False,230
2606,2,False,False,5.846438775057725,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,122
2607,3,False,False,5.910796644040527,2010,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,191
2608,3,False,False,6.07073772800249,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,0,,True,3,True,108
2609,2,False,True,6.150602768446279,1930,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,71
2610,2,False,True,5.786897381366708,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,,True,1,False,168
2611,8,False,False,5.493061443340548,2010,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,117
2612,1,False,True,6.366470447731438,2000,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1.0,False,1,False,303
2613,5,False,True,5.739792912179234,2010,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,160
2614,5,False,False,5.924255797414532,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,2,True,280
2615,2,False,False,5.41610040220442,2010,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,7,0,,True,1,False,111
2616,4,False,False,5.648974238161206,1980,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,2.0,False,1,False,95
2617,7,False,True,6.118097198041348,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,0.0,False,1,False,55
2618,3,False,True,5.84354441703136,1980,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,57
2619,3,False,False,5.147494476813453,1960,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,155
2620,2,False,False,6.48768401848461,1960,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,1,2.0,False,1,False,94
2621,4,False,True,6.037870919922137,1980,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,3.0,False,1,False,136
2622,12,False,True,5.497168225293202,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,1.0,False,1,False,350
2623,5,False,True,6.419994928147142,2010,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,2.0,False,1,False,173
2624,3,False,False,5.572154032177765,2000,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5,17,1.0,False,1,False,205
2625,2,False,True,6.0014148779611505,2010,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,96
2626,2,True,True,6.07993319509559,1980,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,0,1.0,False,1,False,56
2627,3,False,False,5.823045895483019,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,18.0,False,1,False,143
2628,1,False,True,6.396929655216146,2010,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,6,0,,True,1,False,81
2630,3,False,True,6.238324625039508,2000,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,298
2631,6,False,False,5.918893854273146,2000,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,1,False,201
2632,2,False,True,6.405228458030842,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,1.0,False,1,False,60
2633,1,False,True,5.659482215759621,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,,True,1,False,93
2634,8,False,False,5.723585101952381,1970,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,0,,True,1,False,122
2635,3,False,False,6.282266746896006,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,1.0,False,1,False,211
2636,3,False,False,5.771441123130016,2010,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,6,0,,True,1,False,212
2637,3,False,True,6.516193076042964,2000,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,142
2638,12,True,False,6.434546518787453,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,3,0,,True,1,False,341
2639,4,False,True,5.631211781821365,2010,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,12.0,False,1,False,207
2640,3,False,True,6.1070228877422545,2000,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,103
2641,5,False,True,5.6240175061873385,1990,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0,,True,1,False,72
2642,14,True,False,6.161207321695077,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,4,0,,True,2,True,121
2643,5,False,False,5.820082930352362,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,174
2644,2,False,False,6.148468295917647,2000,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,31
2645,1,False,False,5.771441123130016,2010,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,284
2646,11,True,False,5.814130531825066,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3,0,2.0,False,1,False,181
2647,2,False,True,5.7899601708972535,2000,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,10,1.0,False,1,False,100
2648,1,False,True,5.37989735354046,2010,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0,,True,3,True,130
2649,9,True,False,5.3706380281276624,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,6,0,,True,2,True,168
2650,1,False,True,6.20455776256869,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,7,0,1.0,False,1,False,175
2652,6,False,False,6.511745329644728,2010,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,6,0,,True,1,False,171
2653,4,False,False,6.150602768446279,2010,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,1,2.0,False,1,False,76
2654,1,False,False,5.963579343618446,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,7,1.0,False,1,False,148
2655,2,False,True,5.973809611869261,2000,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,1.0,False,1,False,158
2656,2,False,False,6.42648845745769,1990,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,6,0,,True,2,True,127
2657,6,False,False,5.598421958998375,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1,2.0,False,1,False,275
2658,4,False,False,5.886104031450156,1950,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,124
2659,1,False,False,5.54907608489522,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,5,0,,True,1,False,278
2660,6,False,False,6.259581464064923,2000,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,6,0,,True,1,False,101
2661,3,False,True,5.817111159963204,2000,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,9,0.0,False,1,False,54
2662,3,False,True,6.898714534329988,1990,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4,1,1.0,False,1,False,184
2663,4,False,False,5.749392985908253,1950,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6,0,0.0,False,1,False,113
2664,2,False,True,5.616771097666572,2000,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,60
2665,1,False,False,6.558197802812269,1980,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,8,0,2.0,False,1,False,106
2666,3,False,True,6.218600119691729,2000,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,1,4.0,False,1,False,199
2667,5,True,True,3.713572066704308,2000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1.0,False,1,False,76
2668,3,False,True,5.820082930352362,2010,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0,,True,2,True,278
2669,14,True,False,5.1298987149230735,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6,0,,True,2,True,50
2670,1,False,True,5.087596335232384,2000,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,,True,1,False,180
2671,9,False,False,5.075173815233827,1980,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,5.0,False,1,False,41
2672,2,False,False,5.342334251964811,1990,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,,True,1,False,70
2673,3,False,True,6.476972362889683,2010,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,1.0,False,1,False,85
2674,2,False,True,5.910796644040527,2010,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1.0,False,1,False,222
2675,2,False,False,6.4457198193855785,1970,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3,0,3.0,False,2,True,34
2676,2,False,False,6.0844994130751715,1990,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,6,0,1.0,False,1,False,141
2678,3,False,False,5.602118820879701,2010,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,172
2679,7,False,True,6.324358962381311,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,2,True,141
2680,1,False,True,6.113682179832232,2000,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,244
2681,6,False,False,4.04305126783455,1930,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5,0,,True,1,False,137
2682,5,False,True,7.350516171833998,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,0.0,False,1,False,191
2683,2,False,True,5.978885764901122,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1.0,False,1,False,135
2684,3,False,True,5.811140992976701,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,10,1.0,False,1,False,78
2685,3,False,False,6.118097198041348,1990,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,193
2686,2,False,True,6.230481447578482,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6,0,1.0,False,1,False,196
2687,9,True,False,5.627621113690637,2000,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,2,True,239
2688,5,False,True,6.124683390894205,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,1.0,False,1,False,86
2689,4,False,True,7.685703061234547,2000,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0,0.0,False,1,False,24
2690,3,False,True,6.278521424165844,1990,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,1.0,False,1,False,147
2691,3,False,True,5.25227342804663,2010,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,2.0,False,1,False,74
2692,6,False,False,6.07073772800249,1960,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,3.0,False,2,True,119
2693,2,False,True,5.963579343618446,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,5,1.0,False,1,False,146
2694,3,False,True,5.303304908059076,1990,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,0,,True,1,False,112
2695,1,False,False,5.476463551931511,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0,,True,2,True,102
2696,2,False,False,5.556828061699537,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,4,0,5.0,False,1,False,223
2697,4,False,True,5.170483995038151,1970,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4,0,,True,1,False,151
2698,5,False,False,5.910796644040527,2010,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,2,3.0,False,1,False,134
2699,3,False,True,5.91350300563827,2000,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,1.0,False,1,False,351
2700,3,False,True,5.545177444479562,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5,0,,True,1,False,173
2701,4,False,False,5.771441123130016,1980,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,7,0,,True,2,True,87
2702,2,False,True,5.820082930352362,2010,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,5,1,1.0,False,1,False,274
2703,1,False,False,5.8664680569332965,2010,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,166
2704,3,False,False,3.4965075614664802,1990,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,64
2705,4,False,False,5.817111159963204,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,183
2706,3,False,True,5.332718793265369,2000,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,68
2707,12,True,False,5.41610040220442,1980,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,4,0,,True,2,True,185
2708,3,False,True,6.4692503167957724,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,5,0,1.0,False,1,False,169
2709,5,False,False,5.54907608489522,1980,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6,0,10.0,False,1,False,343
2710,2,False,True,5.918893854273146,2010,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0.0,False,1,False,153
2711,5,False,False,6.244166900663736,2000,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,148
2712,2,False,False,5.572154032177765,2010,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,6,0,,True,1,False,156
2713,1,False,True,6.150602768446279,2010,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,0,3.0,False,1,False,166
2714,16,True,False,5.831882477283517,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,0,,True,1,False,165
2715,4,False,False,5.820082930352362,2010,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,1,1.0,False,1,False,250
2716,1,False,True,5.746203190540153,2000,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7,0,0.0,False,1,False,88
2717,3,False,True,6.309918278226516,1990,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,0,2.0,False,1,False,217
2718,1,False,False,4.663439094112067,1960,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1,2.0,False,1,False,69
2719,7,True,False,5.176149732573829,2010,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,,True,3,True,139
2720,2,False,True,5.54907608489522,1990,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4,0,,True,1,False,107
2721,3,False,True,6.261491684321042,2000,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,6,0,,True,1,False,233
2722,10,True,False,5.855071922202427,2000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3,0,,True,1,False,399
2723,6,False,False,5.749392985908253,1970,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,0,10.0,False,2,True,67
2724,3,False,False,6.113682179832232,1990,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,,True,1,False,301
2725,1,False,True,5.568344503761097,2010,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7,0,1.0,False,1,False,118
2726,4,False,True,6.1224928095143865,2000,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,1,1.0,False,1,False,131
2728,2,False,True,6.361302477572996,2010,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,7,0,1.0,False,1,False,184
2729,3,False,False,5.720311776607412,2000,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,,True,1,False,177
2730,4,False,False,5.262690188904886,1950,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,6,0,,True,3,True,114
2731,6,False,True,6.023447592961033,2000,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,1.0,False,1,False,130
2732,1,False,True,5.288267030694535,1990,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0,0.0,False,1,False,113
2733,4,False,True,5.262690188904886,1990,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,0,,True,8,True,71
2734,6,False,False,6.270988431858299,2000,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,0,2.0,False,1,False,210
2735,2,False,False,6.68586094706836,1970,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,6.0,False,1,False,130
2736,5,False,True,6.135564891081739,1990,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,1.0,False,1,False,112
2737,4,False,True,6.20050917404269,2010,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,6.0,False,1,False,130
2738,1,False,True,6.5998704992128365,1960,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3,0,4.0,False,1,False,80
2739,3,False,False,5.771441123130016,2010,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,,True,1,False,109
2740,2,False,True,5.820082930352362,2000,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,1.0,False,1,False,59
2741,6,True,False,5.717027701406222,1990,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6,0,,True,1,False,84
2742,4,False,True,5.883322388488279,1980,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0.0,False,2,True,67
2743,8,True,False,5.771441123130016,2010,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,4,0,,True,1,False,401
2744,3,False,True,5.932245187448011,2000,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1.0,False,1,False,125
2745,4,False,False,6.175867270105761,1970,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,4,0,,True,2,True,37
2746,1,False,True,5.968707559985366,2010,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0,1.0,False,1,False,90
2748,5,False,False,5.805134968916488,2010,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,4.0,False,1,False,405
2749,3,False,True,5.54907608489522,1980,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0,4.0,False,1,False,76
2750,3,False,True,6.411818267709897,2010,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,4,1.0,False,1,False,204
2751,5,True,False,5.723585101952381,2010,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,0,,True,2,True,130
2752,9,True,False,5.225746673713202,1950,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,6,0,1.0,False,1,False,320
2753,7,True,False,6.656726524178391,1970,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7,0,,True,1,False,89
2754,5,False,False,6.410174881966167,1960,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,,True,2,True,68
2755,3,False,True,5.262690188904886,1990,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,,True,1,False,46
2756,6,False,True,6.003887067106539,2010,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,0,1.0,False,1,False,106
2757,5,False,False,5.720311776607412,1990,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4,0,2.0,False,1,False,365
2758,2,False,True,5.955837369464831,2010,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5,3,2.0,False,1,False,154
2759,4,False,True,6.665683717782408,1990,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,5.0,False,1,False,186
